entry_id,self_accession,parent_accession
263,JGAD000163,JGAP000001
263,JGAD000164,JGAP000001
263,JGAD000165,JGAP000001
263,JGAD000166,JGAP000001
263,JGAD000167,JGAP000001
263,JGAD000168,JGAP000001
263,JGAD000169,JGAP000001
263,JGAD000170,JGAP000001
263,JGAD000171,JGAP000001
263,JGAD000172,JGAP000001
263,JGAD000173,JGAP000001
263,JGAD000174,JGAP000001
263,JGAD000175,JGAP000001
263,JGAD000176,JGAP000001
263,JGAD000177,JGAP000001
263,JGAD000178,JGAP000001
263,JGAD000179,JGAP000001
263,JGAD000180,JGAP000001
263,JGAD000181,JGAP000001
263,JGAD000182,JGAP000001
263,JGAD000183,JGAP000001
263,JGAD000184,JGAP000001
263,JGAD000185,JGAP000001
263,JGAD000186,JGAP000001
263,JGAD000187,JGAP000001
263,JGAD000188,JGAP000001
263,JGAD000189,JGAP000001
263,JGAD000190,JGAP000001
263,JGAD000191,JGAP000001
263,JGAD000192,JGAP000001
263,JGAD000193,JGAP000001
263,JGAD000194,JGAP000001
263,JGAD000195,JGAP000001
263,JGAD000196,JGAP000001
263,JGAD000197,JGAP000001
263,JGAD000198,JGAP000001
263,JGAD000199,JGAP000001
263,JGAD000200,JGAP000001
263,JGAD000201,JGAP000001
264,JGAD000115,JGAP000001
265,JGAD000143,JGAP000003
266,JGAD000143,JGAP000003
267,JGAD000073,JGAP000001
268,JGAD000073,JGAP000001
269,JGAD000073,JGAP000001
270,JGAD000073,JGAP000001
271,JGAD000203,JGAP000001
272,JGAD000098,JGAP000009
274,JGAD000203,JGAP000001
276,JGAD000018,JGAP000001
277,JGAD000204,JGAP000001
278,JGAD000094,JGAP000001
279,JGAD000206,JGAP000001
280,JGAD000205,JGAP000001
281,JGAD000090,JGAP000001
282,JGAD000207,JGAP000001
283,JGAD000026,JGAP000001
284,JGAD000209,JGAP000001
286,JGAD000220,JGAP000001
287,JGAD000228,JGAP000001
287,JGAD000229,JGAP000001
288,JGAD000210,JGAP000001
289,JGAD000129,JGAP000001
292,JGAD000213,JGAP000001
293,JGAD000092,JGAP000001
294,JGAD000214,JGAP000001
295,JGAD000215,JGAP000004
295,JGAD000216,JGAP000004
295,JGAD000217,JGAP000004
295,JGAD000218,JGAP000004
295,JGAD000219,JGAP000004
296,JGAD000221,JGAP000001
297,JGAD000025,JGAP000001
298,JGAD000025,JGAP000001
299,JGAD000025,JGAP000001
300,JGAD000025,JGAP000001
303,JGAD000206,JGAP000001
304,JGAD000223,JGAP000008
304,JGAD000224,JGAP000008
304,JGAD000225,JGAP000008
305,JGAD000226,JGAP000001
307,JGAD000116,JGAP000008
310,JGAD000209,JGAP000001
311,JGAD000209,JGAP000001
314,JGAD000231,JGAP000001
316,JGAD000233,JGAP000001
319,JGAD000228,JGAP000001
319,JGAD000229,JGAP000001
320,JGAD000236,JGAP000001
321,JGAD000138,JGAP000001
322,JGAD000233,JGAP000001
325,JGAD000143,JGAP000003
326,JGAD000237,JGAP000001
327,JGAD000238,JGAP000001
330,JGAD000237,JGAP000001
331,JGAD000240,JGAP000001
333,JGAD000213,JGAP000001
334,JGAD000226,JGAP000001
335,JGAD000237,JGAP000001
336,JGAD000073,JGAP000001
337,JGAD000242,JGAP000001
338,JGAD000122,JGAP000001
341,JGAD000247,JGAP000001
342,JGAD000244,JGAP000001
349,JGAD000249,JGAP000001
351,JGAD000249,JGAP000001
352,JGAD000250,JGAP000001
353,JGAD000251,JGAP000001
354,JGAD000252,JGAP000001
355,JGAD000254,JGAP000001
356,JGAD000253,JGAP000001
358,JGAD000256,JGAP000001
359,JGAD000240,JGAP000001
361,JGAD000204,JGAP000001
362,JGAD000257,JGAP000001
362,JGAD000258,JGAP000001
363,JGAD000259,JGAP000001
364,JGAD000260,JGAP000001
365,JGAD000261,JGAP000001
367,JGAD000261,JGAP000001
368,JGAD000263,JGAP000001
371,JGAD000264,JGAP000001
375,JGAD000223,JGAP000008
375,JGAD000224,JGAP000008
375,JGAD000225,JGAP000008
378,JGAD000268,JGAP000001
379,JGAD000117,JGAP000001
379,JGAD000118,JGAP000001
380,JGAD000228,JGAP000001
380,JGAD000229,JGAP000001
381,JGAD000256,JGAP000001
382,JGAD000065,JGAP000001
384,JGAD000270,JGAP000001
386,JGAD000280,JGAP000001
386,JGAD000281,JGAP000001
386,JGAD000282,JGAP000001
388,JGAD000272,JGAP000001
389,JGAD000272,JGAP000001
390,JGAD000272,JGAP000001
394,JGAD000274,JGAP000001
395,JGAD000275,JGAP000001
396,JGAD000277,JGAP000001
398,JGAD000277,JGAP000001
402,JGAD000242,JGAP000001
403,JGAD000283,JGAP000001
404,JGAD000284,JGAP000001
408,JGAD000288,JGAP000001
409,JGAD000077,JGAP000001
411,JGAD000077,JGAP000001
412,JGAD000264,JGAP000001
413,JGAD000257,JGAP000001
413,JGAD000258,JGAP000001
414,JGAD000220,JGAP000001
415,JGAD000290,JGAP000001
417,JGAD000291,JGAP000001
419,JGAD000288,JGAP000001
420,JGAD000290,JGAP000001
421,JGAD000292,JGAP000001
425,JGAD000284,JGAP000001
429,JGAD000290,JGAP000001
430,JGAD000277,JGAP000001
431,JGAD000292,JGAP000001
433,JGAD000297,JGAP000001
436,JGAD000284,JGAP000001
439,JGAD000300,JGAP000001
440,JGAD000301,JGAP000001
441,JGAD000221,JGAP000001
442,JGAD000301,JGAP000001
443,JGAD000300,JGAP000001
445,JGAD000302,JGAP000001
446,JGAD000252,JGAP000001
447,JGAD000302,JGAP000001
448,JGAD000303,JGAP000001
449,JGAD000302,JGAP000001
451,JGAD000304,JGAP000001
453,JGAD000303,JGAP000001
454,JGAD000303,JGAP000001
458,JGAD000259,JGAP000001
463,JGAD000087,JGAP000004
464,JGAD000086,JGAP000004
466,JGAD000313,JGAP000001
467,JGAD000311,JGAP000001
467,JGAD000312,JGAP000001
468,JGAD000315,JGAP000001
469,JGAD000314,JGAP000001
473,JGAD000268,JGAP000001
474,JGAD000318,JGAP000001
475,JGAD000261,JGAP000001
476,JGAD000317,JGAP000001
477,JGAD000297,JGAP000001
478,JGAD000311,JGAP000001
478,JGAD000312,JGAP000001
480,JGAD000253,JGAP000001
485,JGAD000085,JGAP000001
490,JGAD000324,JGAP000012
492,JGAD000261,JGAP000001
493,JGAD000214,JGAP000001
495,JGAD000280,JGAP000001
495,JGAD000281,JGAP000001
495,JGAD000282,JGAP000001
496,JGAD000214,JGAP000001
497,JGAD000325,JGAP000001
498,JGAD000325,JGAP000001
499,JGAD000270,JGAP000001
501,JGAD000304,JGAP000001
502,JGAD000325,JGAP000001
503,JGAD000291,JGAP000001
504,JGAD000302,JGAP000001
507,JGAD000326,JGAP000001
515,JGAD000283,JGAP000001
516,JGAD000315,JGAP000001
519,JGAD000338,JGAP000011
519,JGAD000339,JGAP000011
520,JGAD000340,JGAP000001
521,JGAD000341,JGAP000001
522,JGAD000341,JGAP000003
526,JGAD000344,JGAP000001
527,JGAD000203,JGAP000001
529,JGAD000283,JGAP000001
534,JGAD000348,JGAP000001
536,JGAD000326,JGAP000001
540,JGAD000326,JGAP000001
541,JGAD000338,JGAP000011
541,JGAD000339,JGAP000011
698,JGAD000001,JGAP000002
699,JGAD000002,JGAP000001
701,JGAD000009,JGAP000001
702,JGAD000005,JGAP000001
703,JGAD000002,JGAP000001
704,JGAD000004,JGAP000004
704,JGAD000106,JGAP000004
704,JGAD000107,JGAP000004
704,JGAD000108,JGAP000004
705,JGAD000006,JGAP000001
707,JGAD000001,JGAP000002
708,JGAD000007,JGAP000001
709,JGAD000008,JGAP000001
711,JGAD000016,JGAP000001
714,JGAD000015,JGAP000001
715,JGAD000017,JGAP000004
716,JGAD000065,JGAP000001
716,JGAD000252,JGAP000001
716,JGAD000253,JGAP000001
717,JGAD000018,JGAP000001
718,JGAD000035,JGAP000001
719,JGAD000040,JGAP000003
720,JGAD000061,JGAP000001
722,JGAD000036,JGAP000004
723,JGAD000038,JGAP000001
724,JGAD000027,JGAP000001
725,JGAD000021,JGAP000001
726,JGAD000026,JGAP000001
727,JGAD000062,JGAP000004
730,JGAD000014,JGAP000001
731,JGAD000012,JGAP000001
734,JGAD000047,JGAP000004
735,JGAD000057,JGAP000001
736,JGAD000043,JGAP000003
737,JGAD000041,JGAP000001
738,JGAD000073,JGAP000001
739,JGAD000023,JGAP000004
740,JGAD000032,JGAP000001
742,JGAD000064,JGAP000001
743,JGAD000053,JGAP000001
744,JGAD000025,JGAP000001
745,JGAD000045,JGAP000003
747,JGAD000060,JGAP000001
749,JGAD000042,JGAP000003
751,JGAD000013,JGAP000001
752,JGAD000070,JGAP000001
753,JGAD000011,JGAP000001
754,JGAD000051,JGAP000001
755,JGAD000059,JGAP000001
756,JGAD000037,JGAP000004
757,JGAD000024,JGAP000003
758,JGAD000039,JGAP000005
759,JGAD000028,JGAP000001
761,JGAD000022,JGAP000004
762,JGAD000052,JGAP000004
763,JGAD000046,JGAP000001
764,JGAD000044,JGAP000003
765,JGAD000094,JGAP000001
766,JGAD000075,JGAP000004
767,JGAD000077,JGAP000001
767,JGAD000263,JGAP000001
768,JGAD000076,JGAP000004
769,JGAD000078,JGAP000001
770,JGAD000079,JGAP000001
772,JGAD000085,JGAP000001
774,JGAD000087,JGAP000004
776,JGAD000089,JGAP000004
777,JGAD000080,JGAP000001
779,JGAD000090,JGAP000001
780,JGAD000092,JGAP000001
781,JGAD000093,JGAP000001
782,JGAD000091,JGAP000004
783,JGAD000086,JGAP000004
784,JGAD000088,JGAP000004
785,JGAD000120,JGAP000001
786,JGAD000104,JGAP000001
786,JGAD000105,JGAP000001
787,JGAD000125,JGAP000004
788,JGAD000115,JGAP000001
789,JGAD000116,JGAP000008
790,JGAD000141,JGAP000001
791,JGAD000109,JGAP000004
792,JGAD000099,JGAP000001
794,JGAD000121,JGAP000001
796,JGAD000136,JGAP000001
797,JGAD000095,JGAP000001
798,JGAD000096,JGAP000001
799,JGAD000098,JGAP000009
800,JGAD000129,JGAP000001
801,JGAD000112,JGAP000004
801,JGAD000113,JGAP000004
801,JGAD000114,JGAP000004
802,JGAD000135,JGAP000001
803,JGAD000134,JGAP000001
804,JGAD000110,JGAP000003
804,JGAD000111,JGAP000003
805,JGAD000122,JGAP000001
806,JGAD000207,JGAP000001
810,JGAD000204,JGAP000001
811,JGAD000130,JGAP000001
811,JGAD000131,JGAP000001
812,JGAD000132,JGAP000001
813,JGAD000101,JGAP000001
813,JGAD000102,JGAP000001
814,JGAD000123,JGAP000001
814,JGAD000124,JGAP000001
814,JGAD000144,JGAP000001
814,JGAD000145,JGAP000001
814,JGAD000146,JGAP000001
814,JGAD000147,JGAP000001
814,JGAD000148,JGAP000001
814,JGAD000149,JGAP000001
814,JGAD000150,JGAP000001
814,JGAD000151,JGAP000001
814,JGAD000152,JGAP000001
814,JGAD000153,JGAP000001
814,JGAD000154,JGAP000001
814,JGAD000155,JGAP000001
814,JGAD000156,JGAP000001
814,JGAD000157,JGAP000001
814,JGAD000158,JGAP000001
814,JGAD000159,JGAP000001
814,JGAD000160,JGAP000001
814,JGAD000161,JGAP000001
814,JGAD000162,JGAP000001
814,JGAD000163,JGAP000001
814,JGAD000164,JGAP000001
814,JGAD000165,JGAP000001
814,JGAD000166,JGAP000001
814,JGAD000167,JGAP000001
814,JGAD000168,JGAP000001
814,JGAD000169,JGAP000001
814,JGAD000170,JGAP000001
814,JGAD000171,JGAP000001
814,JGAD000172,JGAP000001
814,JGAD000173,JGAP000001
814,JGAD000174,JGAP000001
814,JGAD000175,JGAP000001
814,JGAD000176,JGAP000001
814,JGAD000177,JGAP000001
814,JGAD000178,JGAP000001
814,JGAD000179,JGAP000001
814,JGAD000180,JGAP000001
814,JGAD000181,JGAP000001
814,JGAD000182,JGAP000001
814,JGAD000183,JGAP000001
814,JGAD000184,JGAP000001
814,JGAD000185,JGAP000001
814,JGAD000186,JGAP000001
814,JGAD000187,JGAP000001
814,JGAD000188,JGAP000001
814,JGAD000189,JGAP000001
814,JGAD000190,JGAP000001
814,JGAD000191,JGAP000001
814,JGAD000192,JGAP000001
814,JGAD000193,JGAP000001
814,JGAD000194,JGAP000001
814,JGAD000195,JGAP000001
814,JGAD000196,JGAP000001
814,JGAD000197,JGAP000001
814,JGAD000198,JGAP000001
814,JGAD000199,JGAP000001
814,JGAD000200,JGAP000001
814,JGAD000201,JGAP000001
814,JGAD000220,JGAP000001
815,JGAD000209,JGAP000001
816,JGAD000206,JGAP000001
817,JGAD000223,JGAP000008
817,JGAD000224,JGAP000008
817,JGAD000225,JGAP000008
818,JGAD000142,JGAP000001
820,JGAD000221,JGAP000001
822,JGAD000210,JGAP000001
823,JGAD000137,JGAP000001
825,JGAD000203,JGAP000001
826,JGAD000205,JGAP000001
827,JGAD000139,JGAP000001
828,JGAD000117,JGAP000001
828,JGAD000118,JGAP000001
832,JGAD000143,JGAP000003
833,JGAD000140,JGAP000001
834,JGAD000138,JGAP000001
836,JGAD000213,JGAP000001
837,JGAD000214,JGAP000001
838,JGAD000226,JGAP000001
839,JGAD000215,JGAP000004
839,JGAD000216,JGAP000004
839,JGAD000217,JGAP000004
839,JGAD000218,JGAP000004
839,JGAD000219,JGAP000004
841,JGAD000233,JGAP000001
842,JGAD000236,JGAP000001
846,JGAD000231,JGAP000001
847,JGAD000228,JGAP000001
847,JGAD000229,JGAP000001
850,JGAD000242,JGAP000001
851,JGAD000237,JGAP000001
852,JGAD000240,JGAP000001
853,JGAD000238,JGAP000001
855,JGAD000270,JGAP000001
857,JGAD000300,JGAP000001
859,JGAD000288,JGAP000001
860,JGAD000272,JGAP000001
861,JGAD000274,JGAP000001
863,JGAD000275,JGAP000001
864,JGAD000259,JGAP000001
867,JGAD000254,JGAP000001
869,JGAD000244,JGAP000001
872,JGAD000250,JGAP000001
873,JGAD000260,JGAP000001
875,JGAD000297,JGAP000001
877,JGAD000264,JGAP000001
878,JGAD000291,JGAP000001
880,JGAD000249,JGAP000001
886,JGAD000277,JGAP000001
887,JGAD000247,JGAP000001
890,JGAD000268,JGAP000001
891,JGAD000301,JGAP000001
893,JGAD000257,JGAP000001
893,JGAD000258,JGAP000001
894,JGAD000280,JGAP000001
894,JGAD000281,JGAP000001
894,JGAD000282,JGAP000001
895,JGAD000290,JGAP000001
896,JGAD000292,JGAP000001
897,JGAD000251,JGAP000001
898,JGAD000283,JGAP000001
899,JGAD000284,JGAP000001
900,JGAD000256,JGAP000001
904,JGAD000303,JGAP000001
906,JGAD000304,JGAP000001
907,JGAD000302,JGAP000001
908,JGAD000344,JGAP000001
909,JGAD000340,JGAP000001
910,JGAD000318,JGAP000001
911,JGAD000348,JGAP000001
917,JGAD000341,JGAP000003
919,JGAD000315,JGAP000001
920,JGAD000325,JGAP000001
922,JGAD000324,JGAP000012
926,JGAD000314,JGAP000001
927,JGAD000311,JGAP000001
927,JGAD000312,JGAP000001
927,JGAD000317,JGAP000001
935,JGAD000326,JGAP000001
936,JGAD000001,JGAP000002
938,JGAD000313,JGAP000001
940,JGAD000338,JGAP000011
940,JGAD000339,JGAP000011
943,JGAD000002,JGAP000001
946,JGAD000251,JGAP000001
947,JGAD000251,JGAP000001
951,JGAD000065,JGAP000001
951,JGAD000252,JGAP000001
951,JGAD000253,JGAP000001
952,JGAD000065,JGAP000001
952,JGAD000252,JGAP000001
952,JGAD000253,JGAP000001
954,JGAD000261,JGAP000001
955,JGAD000261,JGAP000001
956,JGAD000361,JGAP000001
957,JGAD000361,JGAP000001
958,JGAD000301,JGAP000001
959,JGAD000362,JGAP000011
960,JGAD000362,JGAP000011
962,JGAD000362,JGAP000011
963,JGAD000362,JGAP000011
